Year,Month,Day,Country,State,City,Latitude,Longitude,Specificity,Success,Attack,Target,Terrorist,Weapon,Killed,Wound,Property,Property Value,Ransom,Ransom Demand
1989,10,10,India,Assam,Gauhati,26.149794,91.763931,1,1,Bombing/Explosion,Police,Bodo Militants,Explosives,10,0,1,12000,0,
1989,10,16,India,Punjab,Tarn Taran,31.448943,74.925262,1,0,Assassination,Business,Unknown,Firearms,0,3,0,,0,
1989,10,16,India,Punjab,Tarn Taran,31.448943,74.925262,1,1,Assassination,Police,Unknown,Firearms,1,0,0,,0,
1989,10,16,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Private Citizens & Property,Kashmiri extremists,Explosives,7,0,1,,0,
1989,10,16,India,Punjab,Amritsar,31.633078,74.878288,1,1,Armed Assault,Police,Unknown,Firearms,2,0,1,,0,
1989,10,20,India,West Bengal,Calcutta,22.551729,88.352341,1,1,Assassination,Violent Political Party,Unknown,Firearms,1,2,0,,0,
1989,10,28,India,Unknown,Ratanhira,,,5,1,Armed Assault,Police,Unknown,Firearms,1,0,1,,0,
1989,10,29,India,Uttar Pradesh,Chola,28.334966,77.779894,1,1,Assassination,Private Citizens & Property,Unknown,Firearms,4,0,0,,0,
1989,11,2,India,Delhi,new delhi,28.585836,77.153336,1,1,Bombing/Explosion,Private Citizens & Property,Sikh Extremists,Explosives,3,20,1,,0,
1989,11,4,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Assassination,Government (General),Jammu and Kashmir Liberation Front,Firearms,1,0,0,,0,
1989,11,10,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,0,1,,0,
1989,11,10,India,Punjab,Patiala,30.34,76.38,1,1,Armed Assault,Educational Institution,Sikh Extremists,Firearms,19,4,1,,0,
1989,11,12,India,Uttar Pradesh,Kasawal,28.202298,80.915828,1,1,Assassination,Business,Unknown,Firearms,1,0,0,,0,
1989,11,12,India,Maharashtra,Kohali,21.26707,78.809239,1,1,Armed Assault,Police,Unknown,Firearms,5,0,1,,0,
1989,11,12,India,Punjab,Firozpur district,30.954424,74.612085,3,1,Armed Assault,Police,Unknown,Firearms,1,0,1,,0,
1989,11,18,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,Educational Institution,Sikh Extremists,Firearms,2,0,0,,0,
1989,11,18,India,Jammu and Kashmir,srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Business,Pro-Pakistani extremists,Explosives,0,0,1,,0,
1989,11,18,India,Punjab,amritsar,31.633078,74.878288,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,10,40,1,,0,
1989,11,18,India,Jammu and Kashmir,anantnag,33.732216,75.157913,1,1,Bombing/Explosion,Government (General),Pro-Pakistani extremists,Explosives,0,1,1,,0,
1989,11,18,India,Punjab,amritsar,31.633078,74.878288,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,2,0,1,,0,
1989,11,18,India,Punjab,amritsar,31.633078,74.878288,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,2,0,1,,0,
1989,11,19,India,Bihar,Unknown,25.096074,85.313119,4,1,Assassination,Violent Political Party,Unknown,Firearms,1,1,0,,0,
1989,11,19,India,Andhra Pradesh,Unknown,15.9129,79.739988,4,1,Bombing/Explosion,Government (General),Unknown,Explosives,4,0,1,,0,
1989,11,21,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,0,Assassination,Business,Unknown,Firearms,0,2,0,,0,
1989,11,21,India,Karnataka,Bangalore,12.971599,77.594563,1,1,Assassination,Government (General),Unknown,Firearms,1,0,0,,0,
1989,11,21,India,Delhi,New Delhi,28.585836,77.153336,1,1,Assassination,Government (General),Sikh Extremists,Melee,1,0,0,,0,
1989,11,21,India,Tripura,Unknown,23.940848,91.988153,4,1,Assassination,Government (General),Sikh Extremists,Explosives,1,0,0,,0,
1989,11,21,India,Punjab,Jalandhar,31.326015,75.576183,1,1,Assassination,Violent Political Party,Sikh Extremists,Firearms,2,0,0,,0,
1989,11,21,India,Tripura,Unknown,23.940848,91.988153,4,1,Bombing/Explosion,Government (General),Communist Party of India,Explosives,1,2,1,,0,
1989,11,21,India,Jammu and Kashmir,Unknown,33.778175,76.576171,4,1,Bombing/Explosion,Educational Institution,Unknown,Explosives,0,0,1,,0,
1989,11,21,India,Jammu and Kashmir,Unknown,33.778175,76.576171,4,1,Bombing/Explosion,Educational Institution,Unknown,Explosives,0,0,1,,0,
1989,11,21,India,Jammu and Kashmir,Unknown,33.778175,76.576171,4,1,Bombing/Explosion,Educational Institution,Unknown,Explosives,0,0,1,,0,
1989,11,21,India,Jammu and Kashmir,Unknown,33.778175,76.576171,4,1,Bombing/Explosion,Educational Institution,Unknown,Explosives,0,0,1,,0,
1989,11,21,India,Jammu and Kashmir,Unknown,33.778175,76.576171,4,1,Bombing/Explosion,Educational Institution,Unknown,Explosives,0,0,1,,0,
1989,11,21,India,Tamil Nadu,Unknown,11.127123,78.656894,4,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,0,1,,0,
1989,11,21,India,Punjab,Amritsar District,31.633979,74.872264,3,1,Armed Assault,Military,Sikh Extremists,Firearms,2,0,1,,0,
1989,11,21,India,Punjab,Amritsar District,31.633979,74.872264,3,1,Armed Assault,Military,Sikh Extremists,Firearms,4,0,1,,0,
1989,11,21,India,Punjab,Unknown,31.147131,75.341218,4,1,Armed Assault,Military,Unknown,Firearms,3,0,1,,0,
1989,11,23,India,Tripura,agartala,23.831187,91.286545,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,3,0,1,,0,
1989,11,25,India,Punjab,Mann,30.099178,74.659073,1,1,Assassination,Government (General),Unknown,Firearms,1,0,0,,0,
1989,11,25,India,Punjab,batala,31.8186,75.2028,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,1,10,1,,0,
1989,12,0,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,0,Bombing/Explosion,Business,Allah's Tigers,Explosives,0,0,1,,0,
1989,12,4,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Violent Political Party,Unknown,Explosives,0,0,1,,0,
1989,12,8,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Hostage Taking (Kidnapping),Government (General),Jammu and Kashmir Liberation Front,Unknown,0,0,0,,0,
1989,12,10,India,Punjab,Firozpur district,30.954424,74.612085,3,1,Armed Assault,Military,Unknown,Firearms,5,0,1,,0,
1989,12,11,India,Punjab,Dinanagar,32.128617,75.469218,1,1,Bombing/Explosion,Transportation,Unknown,Explosives,2,15,1,,0,
1989,12,11,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Airports & Aircraft,Unknown,Explosives,0,0,1,,0,
1989,12,12,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Transportation,Unknown,Explosives,0,0,1,,0,
1989,12,12,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Transportation,Jammu and Kashmir Liberation Front,Explosives,0,0,1,30000,0,
1989,12,13,India,Unknown,Palliwalli,,,5,1,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms,6,0,1,,0,
1989,12,21,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Business,Unknown,Explosives,1,5,1,,0,
1989,12,21,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,1,,0,
1989,12,21,India,Punjab,ludhiana,30.898024,75.860077,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,7,1,,0,
1989,12,23,India,Punjab,Ludhiana District,30.900965,75.857276,3,1,Assassination,Private Citizens & Property,Unknown,Firearms,4,2,0,,0,
1989,12,23,India,Uttar Pradesh,Balia,27.719167,79.521667,1,1,Armed Assault,Police,Unknown,Firearms,1,3,1,,0,
1989,12,23,India,Andhra Pradesh,Ramadugu,18.586525,79.059059,1,1,Hostage Taking (Kidnapping),Government (General),Naxalites,Firearms,0,0,0,,0,
1989,12,26,India,West Bengal,Sohara,24.37532,87.842697,1,1,Assassination,Police,Unknown,Firearms,2,0,0,,0,
1989,12,26,India,Punjab,Amritsar,31.633078,74.878288,1,1,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Unknown,0,0,0,,0,
1989,12,26,India,Andhra Pradesh,Suravaram,16.633654,80.859919,1,1,Hostage Taking (Kidnapping),Government (General),Naxalites,Firearms,0,0,0,,0,
1989,12,26,India,Andhra Pradesh,Chevella,17.31237,78.138541,1,1,Hostage Taking (Kidnapping),Government (General),Unknown,Firearms,0,0,0,,0,
1989,12,27,India,Jammu and Kashmir,Anantnag,33.732216,75.157913,1,1,Assassination,Business,Unknown,Firearms,1,0,0,,0,
1989,12,27,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Business,Unknown,Explosives,0,0,1,,0,
1989,12,27,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,0,1,,0,
1989,12,28,India,Punjab,Amritsar,31.633078,74.878288,1,1,Armed Assault,Police,Sikh Extremists,Firearms,4,2,1,,0,
1989,12,28,India,Punjab,Bhatinda,30.210994,74.945474,1,1,Hostage Taking (Kidnapping),Government (General),Sikh Extremists,Firearms,1,0,0,,0,
1989,12,30,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,0,Assassination,Police,Unknown,Firearms,0,1,0,,0,
1989,12,30,India,Jammu and Kashmir,Akhnoor,32.899523,74.742485,1,1,Armed Assault,Military,Unknown,Firearms,3,0,1,,0,
1990,1,1,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,1,,0,
1990,1,1,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Business,Unknown,Explosives,0,0,1,,0,
1990,1,1,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Transportation,Unknown,Explosives,0,0,1,,0,
1990,1,3,India,Himachal Pradesh,Palampur,32.11086,76.536253,1,1,Bombing/Explosion,Transportation,Sikh Extremists,Explosives,3,13,1,20000,0,
1990,1,5,India,Punjab,Makhu,31.107153,74.976402,1,1,Armed Assault,Private Citizens & Property,Unknown,Firearms,2,4,1,,0,
1990,1,5,India,Maharashtra,Bhade,18.102984,74.092428,1,1,Assassination,Private Citizens & Property,Unknown,Firearms,1,0,0,,0,
1990,1,5,India,Punjab,Batala district,31.8186,75.2028,3,1,Assassination,Private Citizens & Property,Unknown,Firearms,1,0,0,,0,
1990,1,6,India,Unknown,Nahajia,,,5,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,0,1,,0,
1990,1,6,India,Jammu and Kashmir,Sopore,34.288891,74.463715,1,1,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,1,,0,
1990,1,7,India,Delhi,New Delhi,28.585836,77.153336,1,1,Bombing/Explosion,Government (General),Jammu and Kashmir Liberation Front,Explosives,0,0,1,,0,
1990,1,7,India,Jammu and Kashmir,Baramulla,34.205605,74.353867,1,1,Bombing/Explosion,Business,Unknown,Explosives,0,0,1,,0,
1990,1,8,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Facility/Infrastructure Attack,Educational Institution,Unknown,Incendiary,0,0,1,,0,
1990,1,8,India,Jammu and Kashmir,Jammu,32.726602,74.857026,1,1,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,1,,0,
1990,1,8,India,Jammu and Kashmir,Anantnag,33.732216,75.157913,1,1,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,0,0,1,,0,
1990,1,8,India,Jammu and Kashmir,Sopore,34.288891,74.463715,1,0,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,0,1,,0,
1990,1,8,India,Jammu and Kashmir,Anantnag,33.732216,75.157913,1,1,Armed Assault,Police,Unknown,Firearms,0,0,1,,0,
1990,1,8,India,Punjab,Bhodiwala,30.996667,75.286389,1,1,Assassination,Police,Sikh Extremists,Firearms,2,0,0,,0,
1990,1,8,India,Punjab,Bhodiwala,30.996667,75.286389,1,1,Assassination,Police,Sikh Extremists,Unknown,5,0,0,,0,
1990,1,8,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Assassination,Police,Sikh Extremists,Firearms,1,0,0,,0,
1990,1,9,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Facility/Infrastructure Attack,Business,Unknown,Incendiary,0,0,1,,0,
1990,1,9,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary,0,0,1,,0,
1990,1,9,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,0,Facility/Infrastructure Attack,Educational Institution,Unknown,Incendiary,0,0,1,,0,
1990,1,9,India,Uttar Pradesh,Bharwar,25.559797,81.485565,1,1,Assassination,Government (General),Unknown,Firearms,1,0,0,,0,
1990,1,10,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Armed Assault,Police,Unknown,Firearms,1,0,1,,0,
1990,1,10,India,Punjab,Jalandhar,31.326015,75.576183,1,1,Assassination,Police,Sikh Extremists,Explosives,3,0,0,,0,
1990,1,15,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Assassination,Police,Jammu and Kashmir Liberation Front,Firearms,2,0,0,,0,
1990,1,16,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Assassination,Police,Hizbul Mujahideen (HM),Melee,1,0,0,,0,
1990,1,19,India,Unknown,Bawianwali Balaggan,,,5,1,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms,7,0,1,,0,
1990,1,20,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Transportation,Unknown,Explosives,0,5,1,,0,
1990,1,24,India,Punjab,Amritsar,31.633078,74.878288,1,1,Assassination,Violent Political Party,Unknown,Firearms,1,0,0,,0,
1990,1,25,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Armed Assault,Military,Muslim Militants,Firearms,4,9,0,,0,
1990,1,30,India,Andhra Pradesh,Unknown,15.9129,79.739988,4,1,Hostage Taking (Kidnapping),Government (General),Naxalites,Unknown,0,0,0,,0,
1990,2,1,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Armed Assault,Business,Muslim Militants,Firearms,2,1,1,,0,
1990,2,4,India,Jammu and Kashmir,Sopore,34.288891,74.463715,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,0,1,,0,
1990,2,4,India,Jammu and Kashmir,Sopore,34.288891,74.463715,1,1,Bombing/Explosion,Educational Institution,Unknown,Explosives,0,0,1,,0,
1990,2,4,India,Punjab,Amritsar,31.633078,74.878288,1,1,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,1,,0,
1990,2,4,India,Punjab,Amritsar,31.633078,74.878288,1,1,Bombing/Explosion,Transportation,Unknown,Explosives,0,1,1,,0,
1990,2,4,India,Punjab,Amritsar,31.633078,74.878288,1,1,Armed Assault,Transportation,Sikh Extremists,Firearms,6,0,1,,0,
1990,2,6,India,Uttaranchal,Haldwani,29.218264,79.512977,1,1,Bombing/Explosion,Business,Unknown,Explosives,5,36,1,,0,
1990,2,7,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Private Citizens & Property,Jammu and Kashmir Liberation Front,Explosives,2,0,1,,0,
1990,2,10,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Business,Jammu and Kashmir Liberation Front,Explosives,0,0,1,,0,
1990,2,10,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Business,Jammu and Kashmir Liberation Front,Explosives,0,0,1,,0,
1990,2,10,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Business,Jammu and Kashmir Liberation Front,Explosives,0,0,1,,0,
1990,2,10,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Business,Jammu and Kashmir Liberation Front,Explosives,0,0,1,,0,
1990,2,10,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Business,Jammu and Kashmir Liberation Front,Explosives,0,0,1,,0,
1990,2,10,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Business,Jammu and Kashmir Liberation Front,Explosives,0,0,1,,0,
1990,2,10,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Business,Jammu and Kashmir Liberation Front,Explosives,0,0,1,,0,
1990,2,10,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Business,Jammu and Kashmir Liberation Front,Explosives,0,0,1,,0,
1990,2,10,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Government (General),Jammu and Kashmir Liberation Front,Explosives,0,0,1,,0,
1990,2,11,India,Uttaranchal,Kilor,29.497935,79.603884,1,1,Bombing/Explosion,Police,Unknown,Explosives,0,0,1,,0,
1990,2,11,India,Uttar Pradesh,Wahabpura,29.040841,78.17775,1,1,Hostage Taking (Kidnapping),Police,Muslim Separatists,Firearms,1,0,0,,0,
1990,2,12,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Transportation,Jammu and Kashmir Liberation Front,Explosives,0,0,1,,0,
1990,2,12,India,Punjab,Batala,31.8186,75.2028,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,3,15,1,,0,
1990,2,12,India,Punjab,Amritsar District,31.633979,74.872264,3,1,Assassination,Private Citizens & Property,Unknown,Firearms,3,0,0,,0,
1990,2,12,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,0,Assassination,Police,Jammu and Kashmir Liberation Front,Firearms,0,0,0,,0,
1990,2,12,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,0,Assassination,Police,Jammu and Kashmir Liberation Front,Firearms,0,0,0,,0,
1990,2,12,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,0,Assassination,Police,Jammu and Kashmir Liberation Front,Firearms,0,0,0,,0,
1990,2,12,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,0,Assassination,Police,Jammu and Kashmir Liberation Front,Firearms,0,0,0,,0,
1990,2,12,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Assassination,Government (General),Jammu and Kashmir Liberation Front,Firearms,1,0,0,,0,
1990,2,13,India,Unknown,Todarmal,,,5,1,Bombing/Explosion,Military,Unknown,Explosives,0,0,1,,0,
1990,2,13,India,Uttar Pradesh,Khair,27.939196,77.842446,1,1,Bombing/Explosion,Military,Unknown,Explosives,3,4,1,10000,0,
1990,2,13,India,Punjab,Karmuwal,30.916931,74.819276,1,1,Assassination,Private Citizens & Property,Muslim Separatists,Firearms,6,0,0,,0,
1990,2,13,India,Jammu and Kashmir,Budgam district,34.021244,74.722282,3,1,Assassination,Private Citizens & Property,Muslim Militants,Melee,1,0,0,,0,
1990,2,13,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Assassination,Journalists & Media,Muslim Militants,Firearms,1,0,0,,0,
1990,2,15,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Government (General),Muslim Separatists,Explosives,0,4,1,,0,
1990,2,17,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Military,Muslim Militants,Explosives,0,2,1,,0,
1990,2,18,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Assassination,Police,Muslim Separatists,Firearms,1,0,0,,0,
1990,2,19,India,Nagaland,Unknown,26.158435,94.562443,4,0,Assassination,Government (General),Unknown,Firearms,2,1,0,,0,
1990,2,22,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Tourists,Unknown,Explosives,0,0,1,,0,
1990,2,22,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,1,,0,
1990,2,22,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Business,Unknown,Explosives,0,0,1,,0,
1990,2,26,India,Unknown,Unknown,,,5,1,Hostage Taking (Kidnapping),Government (General),Hizbul Mujahideen (HM),Firearms,1,0,0,,0,
1990,2,27,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Assassination,Telecommunication,Jammu and Kashmir Liberation Front,Firearms,1,0,0,,0,
1990,2,28,India,Gujarat,Unknown,22.258652,71.192381,4,1,Hostage Taking (Kidnapping),Government (General),Maoists,Firearms,0,0,0,,0,
1990,2,28,India,Gujarat,Unknown,22.258652,71.192381,4,1,Assassination,Government (General),Maoists,Firearms,3,0,0,,0,
1990,3,1,India,Uttar Pradesh,Meerut,28.984462,77.706414,1,1,Bombing/Explosion,Transportation,Sikh Extremists,Explosives,5,16,1,,0,
1990,3,1,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Assassination,Government (General),Unknown,Firearms,1,0,0,,0,
1990,3,5,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Armed Assault,Police,Unknown,Firearms,6,0,1,,0,
1990,3,7,India,Punjab,Abohar,30.145293,74.199304,1,1,Bombing/Explosion,Utilities,Sikh Extremists,Explosives,0,0,1,,0,
1990,3,7,India,Punjab,Abohar,30.145293,74.199304,1,1,Bombing/Explosion,Private Citizens & Property,Sikh Extremists,Firearms,20,30,1,,0,
1990,3,7,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Assassination,Private Citizens & Property,Kashmiri extremists,Firearms,1,0,0,,0,
1990,3,8,India,Punjab,Tarn Taran,31.448943,74.925262,1,1,Armed Assault,Transportation,Unknown,Firearms,10,0,1,,0,
1990,3,8,India,Punjab,Rajoke,31.280747,74.550722,1,1,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms,8,3,1,,0,
1990,3,11,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Armed Assault,Police,Jammu and Kashmir Liberation Front,Firearms,0,2,1,,0,
1990,3,11,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Assassination,Police,Jammu and Kashmir Liberation Front,Firearms,1,0,0,,0,
1990,3,12,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Assassination,Business,Jammu and Kashmir Liberation Front,Firearms,1,0,0,,0,
1990,3,13,India,Uttar Pradesh,Kanpur,26.449923,80.331874,1,1,Assassination,Government (General),United Liberation Front of Assam (ULFA),Firearms,1,0,0,,0,
1990,3,13,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Assassination,Police,Jammu and Kashmir Liberation Front,Firearms,1,0,0,,0,
1990,3,13,India,Assam,Gauhati,26.149794,91.763931,1,0,Assassination,Business,United Liberation Front of Assam (ULFA),Firearms,4,1,0,,0,
1990,3,17,India,Jammu and Kashmir,Anantnag,33.732216,75.157913,1,1,Hostage Taking (Kidnapping),Police,Jammu and Kashmir Liberation Front,Firearms,2,0,0,,0,
